label	xPos	yPos	vote	north
0	0	0	0	0
1	-1.672748	0.1644132	0	0
2	-1.945546	0.8276839	0	0
3	0.0176262	0.8313376	0	0
4	-0.686465	-1.174416	0	0
5	0.5716971	-1.110078	0	0
6	-1.688297	-0.6705135	0	0
7	0.9467722	-0.2066174	0	0
8	-0.8486766	0.5541565	0	0
9	-0.5647315	1.19454	0	0
10	0.4416113	1.494145	0	0
11	0.8328471	0.2667668	0	0
12	-0.602068	1.486156	0	0
13	-0.6815827	-0.7464339	0	0
14	0.5264333	-0.1740935	0	0
15	-1.227677	0.1696751	0	0
16	-0.9346458	0.6366434	0	0
17	0.1056688	2.386968	0	0
18	0.3675759	-1.043709	0	0
19	0.8596103	-0.8729845	0	0
20	-0.5606394	-1.28796	0	0
21	-0.6057768	0.4909624	0	0
22	1.820482	-0.7202426	0	0
23	0.7351355	-0.8194386	0	0
24	0.05975995	-0.693612	0	0
25	-0.3231499	0.4021749	0	0
26	0.514185	-0.6252832	0	0
27	0.7098669	0.3956353	0	0
28	-1.797076	1.015262	0	0
29	1.106372	-0.9001728	0	0
30	0.165239	1.257813	0	0
31	0.4342004	-0.556119	0	0
32	0.8607027	0.2349553	0	0
33	-1.064419	0.8559373	0	0
34	2.867333	1.297017	0	0
35	0.7192156	0.01911896	0	0
36	0.7580287	-0.8201055	0	0
37	0.3329292	-0.07690084	0	0
38	0.6399042	-0.07026102	0	0
39	0.3324094	0.6669849	0	0
40	-2.297347	-1.002903	0	0
41	-1.224331	1.158721	0	0
42	-1.16986	1.141153	0	0
43	0.03266572	-0.08918289	0	0
44	-2.335738	0.01902932	0	0
45	-1.173425	0.2146323	0	0
46	0.9244586	-1.785599	0	0
47	1.627368	-1.506202	0	0
48	-0.4862764	-1.038521	0	0
49	-1.73728	-1.140725	0	0
50	-2.033272	0.0101233	0	0
51	-0.2837793	1.108421	0	0
52	1.132824	1.464269	0	0
53	-1.801174	0.1764133	0	0
54	-1.507346	0.09768487	0	0
55	0.0772482	0.1428802	0	0
56	-1.157949	-0.5033122	0	0
57	-0.4756416	-2.53946	0	0
58	0.1237998	1.928884	0	0
59	-1.881993	-2.384425	0	0
60	1.022171	0.4561687	0	0
61	1.092122	-0.8396372	0	0
62	0.8429312	0.9085306	0	0
63	0.50114	-0.05969332	0	0
64	0.1843217	0.8266958	0	0
65	-1.758658	0.760172	0	0
66	0.471649	0.8876831	0	0
67	0.9019077	2.477082	0	0
68	-0.6307628	0.4314179	0	0
69	0.32921	1.674532	0	0
70	-0.03816395	-0.08201113	0	0
71	-0.1062815	-0.14698	0	0
72	0.3631428	-0.1213473	0	0
73	-1.27928	-0.2279019	0	0
74	-0.9297372	0.3332696	0	0
75	0.8181979	0.9928024	0	0
76	0.7326715	0.9578504	0	0
77	-0.09846884	-0.7539526	0	0
78	-1.975299	0.4746588	0	0
79	-0.5553769	-1.876195	0	0
80	1.493228	0.04939633	0	0
81	-0.7361772	1.84947	0	0
82	0.927174	-0.6173844	0	0
83	-0.1838925	1.559532	0	0
84	-1.945874	-1.514397	0	0
85	-0.05236151	1.098915	0	0
86	0.353409	-2.071642	0	0
87	1.278154	-0.09171977	0	0
88	0.3438443	-0.1862675	0	0
89	0.1400003	-1.590588	0	0
90	-0.1581507	1.176797	0	0
91	-0.4857707	1.228063	0	0
92	0.9568254	-0.1806878	0	0
93	0.006684558	0.7106708	0	0
94	1.132833	0.8290318	0	0
95	-0.08672096	-2.101277	0	0
96	-0.05627183	1.433315	0	0
97	-0.3664968	-0.1263907	0	0
98	1.016411	0.2492525	0	0
99	-0.4812042	-1.469162	0	0
100	0.1298957	-1.720122	0	0
101	0.8813241	-0.384084	0	0
102	-0.7845503	-0.354542	0	0
103	0.3579255	0.7160572	0	0
104	-0.5453809	-0.2633631	0	0
105	0.9308136	-0.390268	0	0
106	1.360348	2.167002	0	0
107	-0.9253646	-1.068805	0	0
108	-0.2311774	0.4152521	0	0
109	-0.5587589	2.443658	0	0
110	-0.6790284	0.2175643	0	0
111	0.4773037	0.5658765	0	0
112	0.3546416	0.03232443	0	0
113	0.02863352	0.004902036	0	0
114	0.1075271	-1.033995	0	0
115	0.8314471	0.2006875	0	0
116	1.240613	0.5884794	0	0
117	-0.3610026	0.4108141	0	0
118	0.1690603	0.7338196	0	0
119	0.2255146	-0.3072263	0	0
120	-0.348228	-1.252571	0	0
121	-0.4475435	0.3423463	0	0
122	0.8559052	0.1680225	0	0
123	-2.875838	-0.5148265	0	0
124	0.7306266	-0.4963427	0	0
125	-2.126652	0.4747131	0	0
126	1.32942	0.1148259	0	0
127	-0.08789638	1.517015	0	0
128	-1.133045	0.7517325	0	0
129	-1.387031	-0.9736891	0	0
130	0.1183224	-0.468678	0	0
131	-1.548521	1.065246	0	0
132	-0.8175438	-0.6028264	0	0
133	-1.33847	1.542122	0	0
134	-0.1918843	-0.03025476	0	0
135	0.9884759	1.081222	0	0
136	0.5537208	-0.3641001	0	0
137	-1.000935	1.582099	0	0
138	1.073899	-2.233424	0	0
139	-1.090712	0.7723508	0	0
140	-1.578999	-0.2552728	0	0
141	0.5421324	-1.368628	0	0
142	0.0734779	0.5640022	0	0
143	-1.106294	-1.70433	0	0
144	1.456086	0.2147304	0	0
145	0.2560387	-0.1539579	0	0
146	0.4902845	0.8106095	0	0
147	-0.4853982	0.03507497	0	0
148	-1.689522	-1.523151	0	0
149	-1.257524	1.106774	0	0
150	-1.810644	-2.806901	0	0
151	-2.085341	-1.099664	0	0
152	-0.4597544	0.9765732	0	0
153	0.51132	-0.6542177	0	0
154	-0.2290385	2.403313	0	0
155	2.736588	1.107268	0	0
156	-0.8256026	-0.3591779	0	0
157	-1.715302	-1.491747	0	0
158	1.162067	1.108215	0	0
159	0.2712491	0.8875161	0	0
160	-0.6642883	1.390751	0	0
161	1.320098	1.833131	0	0
162	-0.01710772	-0.2663929	0	0
163	0.1686965	-0.786509	0	0
164	1.735811	-0.3772507	0	0
165	-0.5641403	-1.416358	0	0
166	-1.07046	0.2891148	0	0
167	0.1766473	0.7959004	0	0
168	0.3912103	-1.270573	0	0
169	0.8741528	0.01625048	0	0
170	-1.341626	0.09227379	0	0
171	-0.7450803	2.979437	0	0
172	0.05728941	0.6377442	0	0
173	0.09053177	0.4834993	0	0
174	1.617587	0.3812868	0	0
175	0.2299071	-1.148758	0	0
176	-0.7394931	-0.3142004	0	0
177	-0.1624461	0.6756617	0	0
178	-0.04789241	1.255361	0	0
179	1.304816	1.237879	0	0
180	-1.833786	-0.03032548	0	0
181	-1.297195	1.106374	0	0
182	-0.4364304	-0.9725814	0	0
183	0.4385951	0.9012742	0	0
184	0.6171109	-0.0052168	0	0
185	0.8854745	-0.7355586	0	0
186	1.830735	-0.5807781	0	0
187	0.1816277	0.3829427	0	0
188	-1.771147	0.8119191	0	0
189	-0.6991405	-0.0643574	0	0
190	1.420233	1.477945	0	0
191	0.2855114	-0.1233761	0	0
192	0.3721854	0.7684701	0	0
193	0.7078332	2.208062	0	0
194	0.3175719	0.8553097	0	0
195	0.05538564	-0.1701694	0	0
196	0.1809488	0.307685	0	0
197	-1.10935	0.3547547	0	0
198	0.5985146	-0.3682333	0	0
199	0.2828236	-0.2844152	0	0
200	0.6344914	0.766286	0	0
201	0.009542462	0.1906717	0	0
202	0.8923139	-0.7786279	0	0
203	-1.144087	-0.622512	0	0
204	-0.05019988	-1.232627	0	0
205	-0.01211418	-0.4046298	0	0
206	-0.8337969	-1.186539	0	0
207	-0.6271421	-0.4849313	0	0
208	-2.12109	-0.256162	0	0
209	-1.625237	1.125118	0	0
210	-2.233402	1.603881	0	0
211	0.05837759	-0.3367322	0	0
212	-0.472537	1.222845	0	0
213	-0.894163	-0.3779269	0	0
214	0.7227525	0.6335674	0	0
215	0.6699884	1.130673	0	0
216	0.03282443	0.1362276	0	0
217	0.1162061	-0.1090185	0	0
218	-1.375385	1.450639	0	0
219	-0.9541277	-0.7876619	0	0
220	0.7054668	1.139828	0	0
221	-0.2425899	-0.7419874	0	0
222	1.153724	0.6051382	0	0
223	0.3972445	1.09871	0	0
224	-0.5791657	2.011839	0	0
225	0.6162005	1.483727	0	0
226	0.01061826	1.053633	0	0
227	0.7176391	0.3347467	0	0
228	-1.305905	0.7030459	0	0
229	-2.30473	1.083784	0	0
230	0.07091474	-0.9242416	0	0
231	0.6091603	1.902031	0	0
232	-0.5773546	-0.01242688	0	0
233	-0.9488013	1.845188	0	0
234	-0.0693136	-0.6674405	0	0
235	-1.74738	0.2132952	0	0
236	-0.4846515	-0.8791977	0	0
237	0.5009134	0.252532	0	0
238	0.5843469	0.9191971	0	0
239	0.4187981	0.06142315	0	0
240	0.3119657	0.332057	0	0
241	0.6022473	0.8266921	0	0
242	-0.589902	0.9777332	0	0
243	-0.9209249	-0.5023733	0	0
244	1.706862	-0.2665062	0	0
245	-0.08849069	-0.3809513	0	0
246	-0.3692823	-0.9608621	0	0
247	-0.6355839	-1.755612	0	0
248	-0.6951493	1.631799	0	0
249	-1.043468	-0.1842602	0	0
250	-0.3965832	0.4082966	0	0
251	0.6331008	-0.0982299	0	0
252	-0.4999319	-0.787171	0	0
253	1.32245	0.3392329	0	0
254	0.2325009	0.3118269	0	0
255	-1.015736	-0.02296891	0	0
256	-0.5295878	0.04821414	0	0
257	-0.4200594	0.4222453	0	0
258	-1.757119	-0.5808544	0	0
259	0.2088575	-1.009473	0	0
260	-0.6875427	-0.9872185	0	0
261	-0.3039754	-0.835472	0	0
262	0.4241398	0.05104954	0	0
263	-0.9059395	-0.8170375	0	0
264	0.1451506	0.2533416	0	0
265	-2.643704	0.8454956	0	0
266	-0.6420916	-2.114517	0	0
267	-0.3985763	-0.4471751	0	0
268	-0.9321153	-0.7140823	0	0
269	0.1573826	-1.648381	0	0
270	0.7708246	0.973975	0	0
271	0.5937696	0.6674854	0	0
272	0.2173122	-2.53004	0	0
273	1.096573	-0.2627503	0	0
274	-1.063241	1.978348	0	0
275	-0.1756867	0.03614253	0	0
276	-0.03737114	-0.3651944	0	0
277	-0.03804374	0.6751847	0	0
278	-0.6028937	-0.4182098	0	0
279	-0.9079102	-2.267803	0	0
280	-0.3503125	1.206316	0	0
281	0.02330719	0.5013026	0	0
282	1.62527	0.2333734	0	0
283	1.663291	-1.817481	0	0
284	-0.07144592	1.034799	0	0
285	1.005639	-1.246427	0	0
286	1.421514	0.5515666	0	0
287	-0.5321196	0.4015045	0	0
288	1.633413	-0.9188921	0	0
289	-0.8231075	-0.9732131	0	0
290	-1.454028	1.221466	0	0
291	0.2073401	0.08021501	0	0
292	-0.3734755	-1.142725	0	0
293	-0.4534177	-1.349015	0	0
294	0.1627373	-0.780878	0	0
295	-0.3372715	0.7382076	0	0
296	0.6637208	0.3425374	0	0
297	-1.148343	-0.07972204	0	0
298	0.9901364	0.9506714	0	0
299	0.9345977	0.162125	0	0
300	0.3386898	-1.614499	0	0
301	-1.019246	-0.7056511	0	0
302	-0.5719756	0.5625628	0	0
303	-1.501833	1.129303	0	0
304	-0.4783787	-0.1793623	0	0
305	-0.7933699	-0.3415685	0	0
306	0.9860607	-1.045575	0	0
307	1.637253	0.4015748	0	0
308	-0.03251282	0.4594169	0	0
309	-0.6896736	0.5211696	0	0
310	0.2915466	-0.1382181	0	0
311	0.6709638	-0.231463	0	0
312	0.2944962	1.285371	0	0
313	1.049558	-0.05040565	0	0
314	0.4621314	0.9158515	0	0
315	0.2441531	-1.634471	0	0
316	-1.985133	0.3967911	0	0
317	1.042464	0.4529395	0	0
318	1.42429	1.510768	0	0
319	0.1416262	0.5726132	0	0
320	-0.3808262	0.7742904	0	0
321	1.04261	-0.1863659	0	0
322	-1.343756	-0.8102958	0	0
323	1.250449	0.3472804	0	0
324	1.379685	0.738048	0	0
325	0.1701335	2.188998	0	0
326	1.114053	-0.362787	0	0
327	0.4905417	0.3403501	0	0
328	0.283074	0.2562555	0	0
329	1.510285	0.004128384	0	0
330	0.2490658	-0.04205076	0	0
331	1.137893	-1.753052	0	0
332	1.017817	1.128055	0	0
333	1.245702	0.8193126	0	0
334	-0.4396281	1.331798	0	0
335	0.6580145	0.8097556	0	0
336	-1.017565	-0.1664768	0	0
337	-0.8415884	-0.4653026	0	0
338	0.2340057	-0.2244092	0	0
339	-1.12772	1.26775	0	0
340	-0.05549771	-1.390402	0	0
341	1.085978	0.1561988	0	0
342	-1.117734	1.062918	0	0
343	1.172772	-0.4780623	0	0
344	1.017678	0.7550973	0	0
345	-0.02014833	-0.5585245	0	0
346	-0.4081942	1.784434	0	0
347	-0.5280178	1.450556	0	0
348	0.3984263	0.9088014	0	0
349	-1.265037	-2.090566	0	0
350	0.5904906	-0.917197	0	0
351	1.236968	1.245533	0	0
352	-0.3924405	-0.5339576	0	0
353	-1.583712	1.750518	0	0
354	-0.328679	1.324956	0	0
355	-1.320905	-0.148376	0	0
356	0.1878685	-1.736359	0	0
357	3.159931	-0.1788117	0	0
358	-0.2965871	0.7501069	0	0
359	0.312312	-0.8374021	0	0
360	-1.048527	-0.6973389	0	0
361	-1.126628	2.833554	0	0
362	1.032456	1.873699	0	0
363	-0.2413697	0.3082703	0	0
364	-0.4194966	-0.9617364	0	0
365	6.974554e-05	0.1020509	0	0
366	0.8989259	1.646664	0	0
367	0.0421317	0.4337987	0	0
368	1.435991	0.9845916	0	0
369	-0.01686132	1.839149	0	0
370	-0.8797158	0.6062739	0	0
371	0.742973	-0.8223749	0	0
372	0.3700795	3.101865	0	0
373	0.9361799	-0.9898418	0	0
374	-0.07386358	-1.240573	0	0
375	1.758978	1.216272	0	0
376	-0.5560975	0.08110664	0	0
377	-0.8415366	-0.547393	0	0
378	-0.2104453	0.1931617	0	0
379	0.7943774	-1.858095	0	0
380	-0.6351785	-0.2659007	0	0
381	-0.9097503	0.689179	0	0
382	-1.846935	-0.2227243	0	0
383	0.8015023	0.9930943	0	0
384	0.4512401	-0.0944271	0	0
385	-0.347673	-0.01097334	0	0
386	0.7240958	0.4336309	0	0
387	0.0559611	2.839628	0	0
388	-1.385016	-2.162855	0	0
389	-0.4174901	-1.74833	0	0
390	-1.574061	0.2845047	0	0
391	-0.4915116	-0.09137193	0	0
392	0.114324	0.4866581	0	0
393	-0.5383471	-1.272021	0	0
394	-1.437079	0.5349509	0	0
395	0.2228938	0.0300113	0	0
396	-0.1146217	0.0500443	0	0
397	0.07123222	0.7552782	0	0
398	-0.2246672	2.773664	0	0
399	-0.3863812	0.8129453	0	0
400	-0.6948634	-0.6770902	0	0
401	-0.5925525	-0.714353	0	0
402	0.2006819	0.3201293	0	0
403	1.648161	0.9145704	0	0
404	-0.5104303	1.142568	0	0
405	-1.762775	0.10298	0	0
406	-1.236679	0.3195837	0	0
407	0.2372779	0.5235221	0	0
408	0.2014285	0.2461239	0	0
409	0.2114632	-0.29572	0	0
410	-0.7242664	-1.583185	0	0
411	1.020208	-0.1222265	0	0
412	-0.1118131	-1.239613	0	0
413	-1.791917	-0.5382952	0	0
414	0.4315238	0.3026612	0	0
415	0.840771	-0.4369074	0	0
416	0.3602	0.6063667	0	0
417	0.5112329	-0.5723247	0	0
418	1.797867	-1.524165	0	0
419	0.4611624	1.070969	0	0
420	0.7796844	-0.1879209	0	0
421	1.211552	-0.4584093	0	0
422	-0.4176232	1.438926	0	0
423	-0.1980112	-1.092242	0	0
424	-0.04841119	0.6434847	0	0
425	-0.5828093	1.483224	0	0
426	-0.8323036	-1.508764	0	0
427	0.6814988	-0.1731149	0	0
428	-0.6276399	-0.6004617	0	0
429	-0.03986403	1.874639	0	0
430	-0.2156145	-0.1499813	0	0
431	-1.926592	0.1620534	0	0
432	1.180831	0.8444331	0	0
433	0.811541	-1.36927	0	0
434	0.2036509	-0.6087523	0	0
435	3.438807	-1.665157	0	0
436	-0.4187691	1.109054	0	0
437	-1.204295	-1.00321	0	0
438	0.6218757	-0.9891641	0	0
439	0.1308051	1.612705	0	0
440	0.6626193	-0.7892573	0	0
441	-0.9135429	1.269909	0	0
442	-1.278719	-0.01792105	0	0
443	1.036083	0.04824413	0	0
444	-0.7268571	-0.4749639	0	0
445	1.036972	-0.9969523	0	0
446	2.376006	-2.063377	0	0
447	0.2054958	1.111601	0	0
448	-0.08477751	0.8989894	0	0
449	-0.314126	-0.454393	0	0
450	0.2126863	0.1069641	0	0
451	1.077443	1.586042	0	0
452	-1.216902	0.3951764	0	0
453	-0.09573133	-0.2495942	0	0
454	0.6654884	-2.280376	0	0
455	-1.161608	-0.3705726	0	0
456	0.9436759	-1.458779	0	0
457	0.2948544	0.439233	0	0
458	-1.137613	-0.5449915	0	0
459	0.2182284	-0.4692411	0	0
460	1.177183	0.7079189	0	0
461	-1.368893	-0.6705075	0	0
462	-0.1512903	-1.38266	0	0
463	-0.1378117	-0.02331018	0	0
464	1.677935	-1.024373	0	0
465	-0.4084343	-0.4391298	0	0
466	-1.311134	-0.9092507	0	0
467	0.5111776	-1.026563	0	0
468	1.488538	-1.998742	0	0
469	-0.2593961	-0.6956855	0	0
470	-1.524217	0.09919228	0	0
471	-2.411193	0.01501087	0	0
472	2.145956	1.861175	0	0
473	-0.9377849	0.1924412	0	0
474	0.04578227	0.5644417	0	0
475	-0.4156133	-0.1579229	0	0
476	0.5161242	-2.51594	0	0
477	1.002897	0.06211305	0	0
478	1.365903	1.185042	0	0
479	-1.808016	-1.362726	0	0
480	-1.446514	-0.2391095	0	0
481	1.252952	0.6853274	0	0
482	-0.6862642	1.531896	0	0
