label	xPos	yPos	vote	north
0	0	0	0	0
1	-1.6727484	2.6017948	0	0
2	-1.9455464	0.4804993	0	0
3	0.017626197	0.83640928	0	0
4	-0.68646503	0.65728584	0	0
5	0.57169705	0.61713909	0	0
6	-1.6882968	0.28951935	0	0
7	0.94677219	1.4913309	0	0
8	-0.84867658	0.046956892	0	0
9	-0.56473154	-0.097386859	0	0
10	0.44161129	0.19557383	0	0
11	0.83284713	0.27228307	0	0
12	-0.60206799	0.53396627	0	0
13	-0.68158274	0.27330544	0	0
14	0.52643333	-0.0066193951	0	0
15	-1.2276766	-1.0629272	0	0
16	-0.93464583	-0.7063394	0	0
17	0.10566885	0.27593271	0	0
18	0.36757591	0.79997637	0	0
19	0.85961035	0.48795219	0	0
20	-0.56063943	-0.045001262	0	0
21	-0.60577678	0.51531406	0	0
22	1.820482	0.75550121	0	0
23	0.73513551	-1.0846682	0	0
24	0.059759951	-0.2190753	0	0
25	-0.3231499	-0.70180564	0	0
26	0.51418502	-0.62780122	0	0
27	0.70986692	-0.70151599	0	0
28	-1.7970756	0.95060522	0	0
29	1.1063719	-0.40604386	0	0
30	0.16523896	0.21455618	0	0
31	0.4342004	0.13943972	0	0
32	0.8607027	-1.7040883	0	0
33	-1.0644187	0.019879482	0	0
34	2.8673331	-1.0866811	0	0
35	0.71921562	1.0095652	0	0
36	0.75802872	0.43756875	0	0
37	0.3329292	0.5434343	0	0
38	0.6399042	-0.49781504	0	0
39	0.33240937	0.7173394	0	0
40	-2.2973471	0.82812747	0	0
41	-1.2243312	-0.0211291	0	0
42	-1.16986	1.0997275	0	0
43	0.032665717	0.67418609	0	0
44	-2.3357385	0.12202519	0	0
45	-1.1734255	-0.096670183	0	0
46	0.9244586	1.0503083	0	0
47	1.6273678	0.32356149	0	0
48	-0.48627636	1.1760925	0	0
49	-1.7372804	-0.65242219	0	0
50	-2.0332723	-0.54334768	0	0
51	-0.28377925	0.26843311	0	0
52	1.1328239	0.42502716	0	0
53	-1.8011735	-0.27204817	0	0
54	-1.5073457	-1.0832905	0	0
55	0.077248196	-0.44123936	0	0
56	-1.1579491	-0.27072391	0	0
57	-0.47564163	2.0176896	0	0
58	0.12379983	0.026798535	0	0
59	-1.8819934	0.18245909	0	0
60	1.0221712	-0.21744358	0	0
61	1.0921223	0.9419743	0	0
62	0.84293118	-0.23950154	0	0
63	0.50114003	2.0112532	0	0
64	0.18432173	-0.11589098	0	0
65	-1.7586583	-0.0023572475	0	0
66	0.47164896	-0.9745338	0	0
67	0.90190767	0.43703075	0	0
68	-0.63076285	0.58122669	0	0
69	0.32921	0.44196089	0	0
70	-0.038163953	-0.83035288	0	0
71	-0.10628148	1.823688	0	0
72	0.36314276	-0.46886848	0	0
73	-1.2792804	0.21197708	0	0
74	-0.92973716	-0.064416487	0	0
75	0.81819792	0.30407183	0	0
76	0.73267155	-0.89154529	0	0
77	-0.098468836	-0.36668099	0	0
78	-1.9752987	-1.0435808	0	0
79	-0.55537693	0.19435844	0	0
80	1.4932282	-0.53627154	0	0
81	-0.73617721	-1.712439	0	0
82	0.92717397	0.56654408	0	0
83	-0.18389247	1.8887444	0	0
84	-1.9458739	-0.47069886	0	0
85	-0.052361509	-1.0627923	0	0
86	0.353409	-2.1570327	0	0
87	1.2781544	-0.039266852	0	0
88	0.34384435	-0.004045969	0	0
89	0.14000034	0.80187658	0	0
90	-0.15815069	-0.71813819	0	0
91	-0.48577072	-0.69329254	0	0
92	0.95682541	0.30646764	0	0
93	0.0066845583	1.413789	0	0
94	1.1328334	0.97113845	0	0
95	-0.08672096	-1.0905981	0	0
96	-0.056271835	-1.7140873	0	0
97	-0.3664968	2.4939424	0	0
98	1.0164113	0.18205893	0	0
99	-0.48120415	1.6321978	0	0
100	0.12989566	0.70343459	0	0
101	0.88132411	0.16599218	0	0
102	-0.78455027	0.59094817	0	0
103	0.35792545	-0.31810201	0	0
104	-0.5453809	-0.31176998	0	0
105	0.93081357	1.6996001	0	0
106	1.3603477	-0.60442392	0	0
107	-0.92536462	-1.707405	0	0
108	-0.23117737	-0.83769388	0	0
109	-0.55875895	0.3228574	0	0
110	-0.67902839	0.21767873	0	0
111	0.47730368	-0.43303952	0	0
112	0.35464163	-0.070919161	0	0
113	0.028633519	-0.16391535	0	0
114	0.1075271	-0.85064505	0	0
115	0.83144711	-0.73271011	0	0
116	1.240613	-0.4368314	0	0
117	-0.36100257	-0.05671294	0	0
118	0.16906031	-0.58347426	0	0
119	0.22551458	-0.94156713	0	0
120	-0.34822799	1.1895498	0	0
121	-0.4475435	-0.02780632	0	0
122	0.85590515	-0.55781299	0	0
123	-2.8758384	-0.46340163	0	0
124	0.73062655	-1.354741	0	0
125	-2.126652	-1.8448721	0	0
126	1.3294204	-2.7213567	0	0
127	-0.087896376	1.0891749	0	0
128	-1.1330453	0.50076894	0	0
129	-1.3870308	1.007203	0	0
130	0.11832241	-0.74690859	0	0
131	-1.5485207	0.8680954	0	0
132	-0.81754385	0.9262142	0	0
133	-1.3384702	-0.69492331	0	0
134	-0.19188426	-0.50571552	0	0
135	0.98847589	-1.6349454	0	0
136	0.55372085	1.031153	0	0
137	-1.0009349	-0.15979465	0	0
138	1.0738994	-2.6487173	0	0
139	-1.0907122	0.75772114	0	0
140	-1.5789989	0.61468918	0	0
141	0.54213239	-1.1426783	0	0
142	0.073477898	1.1472445	0	0
143	-1.1062937	-0.27674005	0	0
144	1.4560858	-0.39303843	0	0
145	0.25603866	-1.2640773	0	0
146	0.49028453	0.11956649	0	0
147	-0.48539824	-0.69522712	0	0
148	-1.6895223	-0.20445448	0	0
149	-1.2575245	0.49356155	0	0
150	-1.8106437	1.2946238	0	0
151	-2.085341	-0.018271481	0	0
152	-0.45975436	0.88081687	0	0
153	0.51131997	1.3284195	0	0
154	-0.22903851	-0.54512604	0	0
155	2.7365876	-0.2158226	0	0
156	-0.82560258	0.29365584	0	0
157	-1.7153015	0.95298887	0	0
158	1.1620669	0.14502186	0	0
159	0.27124912	0.6472909	0	0
160	-0.66428827	2.6074753	0	0
161	1.3200982	-0.81931421	0	0
162	-0.017107717	0.52152041	0	0
163	0.16869649	0.13229919	0	0
164	1.7358112	0.91838226	0	0
165	-0.56414034	0.48692382	0	0
166	-1.0704598	-1.231427	0	0
167	0.17664726	-0.20211459	0	0
168	0.39121028	0.8058695	0	0
169	0.87415283	0.58977346	0	0
170	-1.341626	2.0248972	0	0
171	-0.74508029	0.81787449	0	0
172	0.057289409	-0.32188083	0	0
173	0.090531773	1.5004076	0	0
174	1.6175872	1.4368891	0	0
175	0.22990714	-0.46414149	0	0
176	-0.73949307	1.7865092	0	0
177	-0.16244608	0.46912771	0	0
178	-0.047892411	1.1118659	0	0
179	1.3048157	-0.61737336	0	0
180	-1.8337863	0.24231721	0	0
181	-1.2971945	-0.51995246	0	0
182	-0.43643042	-0.09756689	0	0
183	0.43859513	0.19000003	0	0
184	0.61711093	1.2240529	0	0
185	0.88547453	-1.5133786	0	0
186	1.8307349	-0.72237848	0	0
187	0.18162775	0.76026507	0	0
188	-1.771147	-1.3355236	0	0
189	-0.69914051	0.6789564	0	0
190	1.4202333	0.89563286	0	0
191	0.28551142	0.53931955	0	0
192	0.37218536	-1.3898386	0	0
193	0.70783319	0.3595611	0	0
194	0.31757195	1.3140151	0	0
195	0.05538564	-0.90118221	0	0
196	0.18094882	-0.99437609	0	0
197	-1.1093504	-0.42137567	0	0
198	0.59851459	-1.2640468	0	0
199	0.28282358	-0.23225275	0	0
200	0.63449136	0.51094798	0	0
201	0.0095424625	-0.52491484	0	0
202	0.8923139	0.80039845	0	0
203	-1.1440874	-0.21476348	0	0
204	-0.050199882	0.43814756	0	0
205	-0.012114181	1.1055981	0	0
206	-0.83379691	-2.5795086	0	0
207	-0.62714214	-0.70087479	0	0
208	-2.1210901	1.4027773	0	0
209	-1.6252369	0.3866135	0	0
210	-2.2334015	-1.4891993	0	0
211	0.058377595	-0.10558082	0	0
212	-0.472537	-0.11165408	0	0
213	-0.894163	0.047637003	0	0
214	0.72275255	1.4257642	0	0
215	0.66998844	1.035834	0	0
216	0.032824434	0.52827254	0	0
217	0.11620609	1.1079451	0	0
218	-1.3753853	-0.88627188	0	0
219	-0.9541277	-2.2004002	0	0
220	0.70546679	-0.34467079	0	0
221	-0.24258989	-0.96643299	0	0
222	1.1537237	-1.2548414	0	0
223	0.39724445	1.5847091	0	0
224	-0.57916568	-0.92515075	0	0
225	0.61620051	0.11538584	0	0
226	0.010618256	-0.44111728	0	0
227	0.71763912	-0.10796175	0	0
228	-1.3059051	-2.0090808	0	0
229	-2.3047305	0.52722638	0	0
230	0.070914737	0.0041262239	0	0
231	0.60916033	-0.11732688	0	0
232	-0.57735463	1.5157526	0	0
233	-0.94880125	-0.42089172	0	0
234	-0.069313595	-1.2978347	0	0
235	-1.7473804	0.37164409	0	0
236	-0.48465145	-0.26347262	0	0
237	0.50091337	0.17033441	0	0
238	0.58434687	0.71648173	0	0
239	0.41879812	0.58060712	0	0
240	0.31196566	-1.6146041	0	0
241	0.60224726	0.39754428	0	0
242	-0.58990195	1.1996589	0	0
243	-0.92092493	0.92732842	0	0
244	1.7068623	0.43656188	0	0
245	-0.088490686	-2.0080452	0	0
246	-0.36928227	-1.7166229	0	0
247	-0.63558393	-0.25442374	0	0
248	-0.69514927	0.67781275	0	0
249	-1.0434683	-0.91906029	0	0
250	-0.3965832	0.25169771	0	0
251	0.6331008	0.69736322	0	0
252	-0.49993192	-0.084643422	0	0
253	1.3224504	0.53067603	0	0
254	0.23250088	1.6326865	0	0
255	-1.0157364	0.089696654	0	0
256	-0.52958778	0.045066259	0	0
257	-0.42005943	2.3869603	0	0
258	-1.757119	-0.42212332	0	0
259	0.2088575	0.99929129	0	0
260	-0.68754271	-0.86987558	0	0
261	-0.30397544	0.96997742	0	0
262	0.4241398	0.25327199	0	0
263	-0.90593953	0.48950355	0	0
264	0.14515062	-1.3109749	0	0
265	-2.6437036	0.040504303	0	0
266	-0.64209161	-0.2359492	0	0
267	-0.39857626	-1.0808465	0	0
268	-0.93211526	-1.992256	0	0
269	0.15738261	1.2720017	0	0
270	0.77082464	-0.59067229	0	0
271	0.59376964	0.056780759	0	0
272	0.21731221	0.39298931	0	0
273	1.0965726	-0.35606881	0	0
274	-1.0632415	-0.11140163	0	0
275	-0.1756867	-0.40210732	0	0
276	-0.037371144	0.35136741	0	0
277	-0.038043739	-0.44668265	0	0
278	-0.60289368	0.33918784	0	0
279	-0.90791022	-1.5750023	0	0
280	-0.35031247	0.088189399	0	0
281	0.023307193	1.8140209	0	0
